"","session","site","habitat","octocoral","stony","relief_cm","order","family","binomial","species","size_bin","predator_presence","nocturnal","position","behavior","max_length","colouration","cryptic_behaviour","SVC_date","SVC_max_depth","SVC_area","SVC_abundance","SVC_density","prey_date","prey_depth","prey_area","prey_abundance","prey_density","SVC_prey_difference","total_density","log_difference","average_depth"
"1578",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Gobiidae","Coryphopterus personatus","masked goby",1,0,0,"demersal","schooling",4,"conspicuous",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,433,2.70625,-2.70625,2.70625,-7.90368863850849,50.9875
"1579",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",2,0,0,"demersal","solitary",35,"none",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1580",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",4,0,0,"demersal","solitary",35,"none",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1581",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Gobiidae","Coryphopterus eidolon","pallid goby",1,0,0,"demersal","solitary",6,"cryptic",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,18,0.1125,-0.1125,0.1125,-4.73180283692146,50.9875
"1582",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Gobiidae","Coryphopterus eidolon","pallid goby",2,0,0,"demersal","solitary",6,"cryptic",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1583",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",2,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1584",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",3,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,50.9875
"1585",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Pomacanthidae","Holacanthus ciliaris","queen angelfish",2,0,0,"demersal","solitary",45,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1586",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",1,0,0,"demersal","shoaling",28,"cryptic",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,44,0.275,-0.275,0.275,-5.62040086571715,50.9875
"1587",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",3,0,0,"demersal","shoaling",28,"cryptic",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,6,0.0375,-0.0375,0.0375,-3.65065824129374,50.9875
"1588",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Pomacanthidae","Holacanthus tricolor","rock beauty",3,0,0,"demersal","solitary",35,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1589",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Chaenopsidae","Acanthemblemaria aspera","roughhead blenny",1,0,0,"benthic","solitary",4,"cryptic",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,4,0.025,-0.025,0.025,-3.25809653802148,50.9875
"1590",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Bodianus rufus","spanish hogfish",5,0,0,"demersal","solitary",40,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1591",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Mullidae","Pseudupeneus maculatus","spotted goatfish",3,0,0,"demersal","shoaling",30,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1592",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Mullidae","Pseudupeneus maculatus","spotted goatfish",4,0,0,"demersal","shoaling",30,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1593",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",1,0,0,"demersal","shoaling",50,"none",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1594",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",2,0,0,"demersal","shoaling",50,"none",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,4,0.025,-0.025,0.025,-3.25809653802148,50.9875
"1595",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Scarus iseri","striped parrotfish",3,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,50.9875
"1596",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Scarus iseri","striped parrotfish",4,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,50.9875
"1597",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",1,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,50.9875
"1598",165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",4,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",33.975,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,50.9875
"1601",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Chaetodontidae","Chaetodon sedentarius","reef butterflyfish",2,0,0,"demersal","solitary",15,"conspicuous",1,"2014-09-24",65,153.93804,2,0.0129922402545855,"2014-09-24",37.325,160,2,0.0125,0.000492240254585545,0.0254922402545855,0.0358132229782404,51.1625
"1602",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",2,0,0,"demersal","solitary",35,"none",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1603",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Chaetodontidae","Chaetodon ocellatus","spotfin butterflyfish",3,0,0,"demersal","solitary",20,"conspicuous",0,"2014-09-24",65,153.93804,2,0.0129922402545855,"2014-09-24",37.325,160,1,0.00625,0.00674224025458555,0.0192422402545855,0.657501439556041,51.1625
"1604",166,"KL-W8","Continuous",40,10,28.7692307692308,"Tetraodontiformes","Tetraodontidae","Canthigaster rostrata","sharpnose puffer",1,0,0,"demersal","solitary",12,"conspicuous",0,"2014-09-24",65,153.93804,3,0.0194883603818783,"2014-09-24",37.325,160,20,0.125,-0.105511639618122,0.144488360381878,-1.81642496830861,51.1625
"1605",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",1,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,13,0.08125,-0.0747538798727072,0.0877461201272928,-2.39537781931845,51.1625
"1606",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Chaetodontidae","Chaetodon capistratus","foureye butterflyfish",2,0,0,"demersal","solitary",7.5,"conspicuous",1,"2014-09-24",65,153.93804,4,0.0259844805091711,"2014-09-24",37.325,160,4,0.025,0.00098448050917109,0.0509844805091711,0.0371653667676952,51.1625
"1607",166,"KL-W8","Continuous",40,10,28.7692307692308,"Tetraodontiformes","Monacanthidae","Aluterus scriptus","scrawled filefish",6,0,0,"demersal","solitary",110,"conspicuous",1,"2014-09-24",65,153.93804,4,0.0259844805091711,"2014-09-24",37.325,160,1,0.00625,0.0197344805091711,0.0322344805091711,1.31426043592259,51.1625
"1608",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacentridae","Chromis multilineata","brown chromis",2,0,0,"demersal","shoaling",20,"none",0,"2014-09-24",65,153.93804,15,0.0974418019093916,"2014-09-24",37.325,160,0,0,0.0974418019093916,0.0974418019093916,4.58946553000173,51.1625
"1609",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacentridae","Stegastes partitus","bicolor damselfish",1,0,0,"demersal","solitary",10,"conspicuous",0,"2014-09-24",65,153.93804,15.25,0.0990658319412148,"2014-09-24",37.325,160,78,0.4875,-0.388434168058785,0.586565831941215,-1.58551118267977,51.1625
"1610",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",1,0,0,"demersal","shoaling",25,"conspicuous",0,"2014-09-24",65,153.93804,10,0.0649612012729277,"2014-09-24",37.325,160,17,0.10625,-0.0412887987270723,0.171211201272928,-0.486095848139939,51.1625
"1611",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacentridae","Chromis cyanea","blue chromis",2,0,0,"demersal","shoaling",25,"conspicuous",1,"2014-09-24",65,153.93804,7,0.0454728408910494,"2014-09-24",37.325,160,0,0,0.0454728408910494,0.0454728408910494,3.83886807510067,51.1625
"1612",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Gobiidae","Coryphopterus personatus","masked goby",1,0,0,"demersal","schooling",4,"conspicuous",1,"2014-09-24",65,153.93804,26,0.168899123309612,"2014-09-24",37.325,160,358,2.2375,-2.06860087669039,2.40639912330961,-2.57835640905404,51.1625
"1613",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Scarus iseri","striped parrotfish",1,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,6,0.0375,-0.0310038798727072,0.0439961201272928,-1.63627267096671,51.1625
"1614",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",2,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",65,153.93804,5.25,0.0341046306682871,"2014-09-24",37.325,160,0,0,0.0341046306682871,0.0341046306682871,3.55833304964153,51.1625
"1615",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Clepticus parrae","creole wrasse",2,0,0,"demersal","shoaling",30,"conspicuous",0,"2014-09-24",65,153.93804,15,0.0974418019093916,"2014-09-24",37.325,160,23,0.14375,-0.0463081980906084,0.241191801909392,-0.385542586451378,51.1625
"1616",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Carangidae","Caranx crysos","blue runner",3,0,0,"demersal","schooling",62,"cryptic",0,"2014-09-24",65,153.93804,1.8,0.011693016229127,"2014-09-24",37.325,160,0,0,0.011693016229127,0.011693016229127,2.54105193899397,51.1625
"1617",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Scarus iseri","striped parrotfish",2,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",65,153.93804,4,0.0259844805091711,"2014-09-24",37.325,160,2,0.0125,0.0134844805091711,0.0384844805091711,0.692572219344793,51.1625
"1618",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Carangidae","Caranx crysos","blue runner",4,0,0,"demersal","schooling",62,"cryptic",0,"2014-09-24",65,153.93804,133.2,0.865283200955397,"2014-09-24",37.325,160,0,0,0.865283200955397,0.865283200955397,6.76421187699088,51.1625
"1619",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper",6,1,0,"demersal","solitary",94,"cryptic",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1620",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Scarus coeruleus","blue parrotfish",6,0,0,"demersal","solitary",90,"none",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,1,0.00625,0.000246120127292773,0.0127461201272928,0.0333841014604443,51.1625
"1621",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacanthidae","Holacanthus tricolor","rock beauty",2,0,0,"demersal","solitary",35,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1622",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Serranidae","Hypoplectrus unicolor","butter hamlet",2,0,0,"demersal","solitary",13,"conspicuous",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,2,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,51.1625
"1623",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper",6,1,0,"demersal","solitary",152,"none",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,1,0.00625,0.000246120127292773,0.0127461201272928,0.0333841014604443,51.1625
"1624",166,"KL-W8","Continuous",40,10,28.7692307692308,"Tetraodontiformes","Diodontidae","Diodon holocanthus","balloonfish",3,0,1,"demersal","solitary",50,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1625",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Sphyraenidae","Sphyraena barracuda","barracuda",6,1,0,"demersal","solitary",180,"cryptic",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1626",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",6,0,0,"demersal","shoaling",50,"none",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1627",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Scombridae","Scomberomorus regalis","cero",6,0,0,"demersal","schooling",83,"cryptic",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1628",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacanthidae","Holacanthus ciliaris","queen angelfish",6,0,0,"demersal","solitary",45,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1629",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Halichoeres maculipinna","clown wrasse",2,0,0,"demersal","shoaling",18,"conspicuous",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,2,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,51.1625
"1630",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby",3,1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,2,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,51.1625
"1631",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Serranidae","Serranus tigrinus","harlequin bass",2,0,0,"demersal","solitary",12.3,"conspicuous",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,6,0.0375,-0.0310038798727072,0.0439961201272928,-1.63627267096671,51.1625
"1632",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacentridae","Stegastes xanthurus","cocoa damselfish",2,0,0,"demersal","solitary",12.5,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1633",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacanthidae","Pomacanthus paru","french angelfish",6,0,0,"demersal","solitary",60,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,1,0.00625,0.000246120127292773,0.0127461201272928,0.0333841014604443,51.1625
"1634",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Acanthuridae","Acanthurus coeruleus","blue tang",3,0,0,"demersal","solitary",36,"cryptic",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1635",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Acanthuridae","Acanthurus chirurgus","doctorfish",3,0,0,"demersal","solitary",35,"cryptic",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1636",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",2,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-24",65,153.93804,2,0.0129922402545855,"2014-09-24",37.325,160,19,0.11875,-0.105757759745414,0.131742240254586,-2.1469033278684,51.1625
"1637",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacentridae","Stegastes partitus","bicolor damselfish",2,0,0,"demersal","solitary",10,"conspicuous",0,"2014-09-24",65,153.93804,45.75,0.297197495823644,"2014-09-24",37.325,160,75,0.46875,-0.171552504176356,0.765947495823644,-0.454444633638558,51.1625
"1638",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",2,0,0,"demersal","shoaling",25,"conspicuous",0,"2014-09-24",65,153.93804,29,0.18838748369149,"2014-09-24",37.325,160,41,0.25625,-0.0678625163085096,0.44463748369149,-0.306253280140067,51.1625
"1639",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacentridae","Chromis multilineata","brown chromis",3,0,0,"demersal","shoaling",20,"none",0,"2014-09-24",65,153.93804,5,0.0324806006364639,"2014-09-24",37.325,160,8,0.05,-0.0175193993635361,0.0824806006364639,-0.42085944710675,51.1625
"1640",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",3,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",65,153.93804,1.75,0.0113682102227624,"2014-09-24",37.325,160,0,0,0.0113682102227624,0.0113682102227624,2.51512948901322,51.1625
"1641",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Clepticus parrae","creole wrasse",3,0,0,"demersal","shoaling",30,"conspicuous",0,"2014-09-24",65,153.93804,5,0.0324806006364639,"2014-09-24",37.325,160,19,0.11875,-0.0862693993635361,0.151230600636464,-1.27444005067345,51.1625
"1642",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Carangidae","Caranx crysos","blue runner",5,0,0,"demersal","schooling",62,"cryptic",0,"2014-09-24",65,153.93804,45,0.292325405728175,"2014-09-24",37.325,160,0,0,0.292325405728175,0.292325405728175,5.68128259251226,51.1625
"1643",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",3,0,0,"demersal","solitary",35,"none",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1644",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",3,0,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,7,0.04375,-0.0372538798727072,0.0502461201272928,-1.78670587439384,51.1625
"1645",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",3,0,0,"demersal","shoaling",25,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,1,0.00625,0.000246120127292773,0.0127461201272928,0.0333841014604443,51.1625
"1646",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Scarus iseri","striped parrotfish",3,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",37.325,160,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,51.1625
"1647",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Haemulidae","Anisotremus surinamensis","black margate",6,1,0,"demersal","solitary",76,"cryptic",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,51.1625
"1648",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Pomacentridae","Chromis cyanea","blue chromis",3,0,0,"demersal","shoaling",25,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,51.1625
"1649",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Acanthuridae","Acanthurus coeruleus","blue tang",4,0,0,"demersal","solitary",36,"cryptic",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,4,0.025,-0.025,0.025,-3.25809653802148,51.1625
"1650",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",6,0,0,"demersal","shoaling",25,"conspicuous",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,51.1625
"1651",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Gobiidae","Coryphopterus glaucofraenum","bridled goby",1,0,0,"demersal","solitary",8,"cryptic",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,25,0.15625,-0.15625,0.15625,-5.05783689558055,51.1625
"1652",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Gobiidae","Coryphopterus glaucofraenum","bridled goby",2,0,0,"demersal","solitary",8,"cryptic",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,10,0.0625,-0.0625,0.0625,-4.15103990589865,51.1625
"1653",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Gobiidae","Coryphopterus dicrus","colon goby",1,0,0,"demersal","solitary",5,"cryptic",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,10,0.0625,-0.0625,0.0625,-4.15103990589865,51.1625
"1654",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Clepticus parrae","creole wrasse",1,0,0,"demersal","shoaling",30,"conspicuous",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,51.1625
"1655",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Clepticus parrae","creole wrasse",4,0,0,"demersal","shoaling",30,"conspicuous",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,34,0.2125,-0.2125,0.2125,-5.36363683266868,51.1625
"1656",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Haemulidae","Haemulon flavolineatum","french grunt",4,0,0,"demersal","schooling",30,"none",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,51.1625
"1657",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Gobiidae","Gnatholepis thompsoni","goldspot goby",1,0,0,"demersal","solitary",5.6,"cryptic",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,27,0.16875,-0.16875,0.16875,-5.13432676643881,51.1625
"1658",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Gobiidae","Gnatholepis thompsoni","goldspot goby",2,0,0,"demersal","solitary",5.6,"cryptic",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,3,0.01875,-0.01875,0.01875,-2.98315349134713,51.1625
"1659",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby",2,1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,51.1625
"1660",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Sparisoma atomarium","greenblotch parrotfish",1,0,0,"demersal","shoaling",25,"none",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,5,0.03125,-0.03125,0.03125,-3.47351804324178,51.1625
"1661",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Sparisoma atomarium","greenblotch parrotfish",2,0,0,"demersal","shoaling",25,"none",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,51.1625
"1662",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Epinephelus striatus","nassau grouper",6,1,0,"demersal","solitary",100,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,51.1625
"1663",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",4,0,0,"demersal","solitary",35,"none",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,51.1625
"1664",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Gobiidae","Coryphopterus eidolon","pallid goby",1,0,0,"demersal","solitary",6,"cryptic",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,9,0.05625,-0.05625,0.05625,-4.04742764243435,51.1625
"1665",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Haemulidae","Anisotremus virginicus","porkfish",2,0,1,"demersal","solitary",40.6,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,1,0.00625,-0.00625,0.00625,-1.98100146886658,51.1625
"1666",166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Labridae","Scarus taeniopterus","princess parrotfish",5,0,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-24",65,153.93804,0,0,"2014-09-24",37.325,160,2,0.0125,-0.0125,0.0125,-2.60268968544438,51.1625
