session,site,SVC_date,SVC_dive_start,SVC_dive_end
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
166,KL-W8,2014-09-24,1153,1240
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
168,KL-P11,2014-09-25,1612,1645
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
169,KL-P13,2014-09-25,1450,1515
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
170,KL-P14,2014-09-25,1342,1420
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
171,KL-W11,2014-09-25,1150,1240
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
172,KL-W12,2014-09-26,1135,1215
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
173,KL-W13,2014-09-26,955,1040
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
174,FKSP1,2014-09-28,1630,1710
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
175,Ten 2A,2014-09-28,1435,1535
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
176,Ten 3A,2014-09-28,1240,1340
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
177,Ten 5A,2014-09-28,1050,1145
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
178,Conch 3A,2014-09-14,1008,1045
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
179,Conch 4B,2014-09-14,1200,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
180,Conch 6A,2014-09-14,1345,
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
182,KL-P2,2014-09-29,1524,1545
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
185,BISC-P12a,2015-03-16,1536,1605
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
186,BISC-P13a,2015-03-16,1417,1440
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
187,BISC-W13,2015-03-16,1030,1115
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
188,BISC-W60-4b,2015-03-16,1237,1315
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
189,KL-W2,2015-03-17,1602,1645
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
190,KL-W7,2015-03-17,1358,1445
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
191,BISC-P14a,2015-03-18,1522,1547
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
192,BISC-P15a,2015-03-18,1324,1346
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
193,BISC-W12,2015-03-18,943,1037
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
194,BISC-W60-11c,2015-03-18,1152,1240
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
195,BISC-P10a,2015-03-19,1425,1500
